affinity_name,status_report,offer_number,policy_number,zipcode_link,zip4,birth_date,brand,date_offer,date_request,policy_start_date,premium,buildyear_car,buildmonth_car,wa,wa_bep_ca,wa_ca,updated_on,,
T&B,Incompleterequest,2914,NA,11217,1703,Aug-91,CITROEN,6/4/2019,NA,NA,334.32,2013,August,NA,NA,Y,6/4/2019,,
Seguros International Ltd.,Policycreated,2915,10592,11220,4553,Jul-65,PEUGEOT,6/4/2019,6/4/2019,6/14/2019,362.16,2007,October,NA,Y,NA,6/4/2019,,
Seguros International Ltd.,Personaloffer,2916,NA,11221,7635,Mar-93,PEUGEOT,6/4/2019,NA,NA,269.16,2004,July,Y,NA,NA,6/5/2019,,
Seguros International Ltd.,Policycreated,2917,10593,11209,1403,Nov-90,VOLVO,6/4/2019,6/4/2019,6/5/2019,550.68,2014,December,NA,Y,NA,6/6/2019,,
T&B,Calculatenewpremium,2918,NA,11222,1251,Mar-90,VOLKSWAGEN,6/4/2019,NA,NA,430.8,2001,May,Y,NA,NA,6/4/2019,,
Insuro,Incompleterequest,2919,NA,11223,3941,Feb-74,VOLKSWAGEN,6/4/2019,NA,NA,154.8,1999,January,Y,NA,NA,6/4/2019,,
T&B,Incompleterequest,2920,NA,11224,7321,Jun-48,NISSAN,6/4/2019,NA,NA,621.72,2017,February,NA,NA,Y,6/4/2019,,
Seguros International Ltd.,Tailoredofferrejected,2921,NA,11225,3315,May-81,VOLVO,6/4/2019,NA,NA,369.84,2006,July,Y,NA,NA,6/5/2019,,
Seguros International Ltd.,Calculatenewpremium,2922,NA,11226,6097,Apr-67,PEUGEOT,6/4/2019,NA,NA,232.56,2004,January,NA,Y,NA,6/4/2019,,
other,Incompleterequest,2923,NA,11227,3755,Dec-94,AUDI,6/4/2019,NA,NA,1871.28,2016,April,NA,NA,Y,6/4/2019,,
Seguros International Ltd.,Tailoredofferrejected,2924,NA,11228,1087,Jul-62,RENAULT,6/4/2019,NA,NA,0,1998,January,NA,NA,NA,6/5/2019,,
other,Calculatenewpremium,2925,NA,11229,1355,May-82,HYUNDAI,6/4/2019,NA,NA,548.52,2017,August,NA,NA,Y,6/4/2019,,
Seguros International Ltd.,Incompleterequest,2926,NA,11230,1181,Jul-60,FIAT,6/4/2019,NA,NA,429.6,2016,February,NA,NA,Y,6/4/2019,,
Seguros International Ltd.,Calculatenewpremium,2927,NA,11231,2202,Feb-92,RENAULT,6/4/2019,NA,NA,563.76,2004,July,NA,NA,Y,6/4/2019,,
Seguros International Ltd.,Incompleterequest,2928,NA,11232,1704,Mar-60,VOLKSWAGEN,6/4/2019,NA,NA,180.84,1997,October,Y,NA,NA,6/4/2019,,
Seguros International Ltd.,Calculatenewpremium,2929,NA,11233,3991,Oct-69,VOLKSWAGEN,6/4/2019,NA,NA,383.16,2004,August,NA,Y,NA,6/4/2019,,
Seguros International Ltd.,Calculatenewpremium,2930,NA,11234,5644,Feb-89,CITROEN,6/4/2019,NA,NA,509.04,2004,July,NA,Y,NA,6/4/2019,,
Seguros International Ltd.,Policycreated,2931,10594,11012,2352,Jul-93,RENAULT,6/4/2019,6/4/2019,6/5/2019,321,2004,April,Y,NA,NA,6/4/2019,,
Seguros International Ltd.,Calculatenewpremium,2932,NA,11235,3762,May-57,BMW,6/4/2019,NA,NA,876.12,2013,December,NA,NA,Y,6/4/2019,,
Seguros International Ltd.,Incompleterequest,2933,NA,11236,1412,Jun-65,FORD,6/4/2019,NA,NA,598.44,2016,March,NA,NA,Y,6/5/2019,,
Seguros International Ltd.,Calculatenewpremium,2934,NA,11237,2264,Jan-90,FORD,6/4/2019,NA,NA,480.24,2008,November,NA,NA,Y,6/4/2019,,
Seguros International Ltd.,Calculatenewpremium,2935,NA,11238,4451,Apr-93,VOLKSWAGEN,6/5/2019,NA,NA,441.84,2014,February,NA,NA,Y,6/5/2019,,
Seguros International Ltd.,Personaloffer,2936,NA,11239,1871,Jul-57,VOLVO,6/5/2019,NA,NA,250.44,2006,June,Y,NA,NA,6/5/2019,,
Seguros International Ltd.,Incompleterequest,2937,NA,11240,2071,Oct-58,PEUGEOT,6/5/2019,NA,NA,272.4,2008,June,NA,Y,NA,6/5/2019,,
Seguros International Ltd.,Policycreated,2938,10595,11241,2161,Apr-89,FORD,6/5/2019,6/5/2019,8/1/2019,285.72,2011,July,NA,NA,Y,6/5/2019,,
Seguros International Ltd.,Calculatenewpremium,2939,NA,11242,2544,Apr-65,LEXUS,6/5/2019,NA,NA,0,2012,September,N,N,N,6/5/2019,,
Seguros International Ltd.,Incompleterequest,2940,NA,11243,1082,Mar-57,CITROEN,6/5/2019,NA,NA,221.88,2006,July,NA,Y,NA,6/5/2019,,
T&B,Calculatenewpremium,2941,NA,11244,7531,May-80,HYUNDAI,6/5/2019,NA,NA,371.52,2004,July,NA,NA,Y,6/5/2019,,
T&B,Personaloffer,2942,NA,11244,7531,May-80,HYUNDAI,6/5/2019,NA,NA,218.04,2004,July,Y,NA,NA,6/5/2019,,
T&B,Policycreated,2943,10596,11182,1521,Jul-65,CITROEN,6/5/2019,6/5/2019,6/16/2019,231.71,2012,February,NA,Y,NA,6/5/2019,,
T&B,Policycreated,1652,10597,11245,3531,Feb-95,OPEL,6/5/2019,6/5/2019,6/6/2019,886.92,2011,August,NA,Y,NA,6/5/2019,,
Seguros International Ltd.,Calculatenewpremium,2944,NA,11246,2545,Jul-64,VOLKSWAGEN,6/5/2019,NA,NA,867.72,2003,April,NA,NA,Y,6/5/2019,,
Seguros International Ltd.,Incompleterequest,2945,NA,11247,3621,Nov-89,TOYOTA,6/5/2019,NA,NA,551.64,2008,June,NA,Y,NA,6/5/2019,,
Seguros International Ltd.,Personaloffer,2946,NA,11248,2562,May-85,FORD,6/5/2019,NA,NA,433.56,2003,November,Y,NA,NA,6/5/2019,,
Seguros International Ltd.,Calculatenewpremium,2947,NA,11249,3271,Oct-68,VOLVO,6/5/2019,NA,NA,466.68,2004,June,NA,Y,NA,6/5/2019,,
T&B,Personaloffer,2948,NA,11250,6227,Aug-85,HONDA,6/5/2019,NA,NA,542.52,2009,May,NA,Y,NA,6/5/2019,,
other,Personaloffer,2949,NA,10989,1628,Jan-67,BMW,6/5/2019,NA,NA,0,2013,March,N,N,N,6/5/2019,,
Seguros International Ltd.,Incompleterequest,2950,NA,11251,3205,Aug-70,KIA,6/5/2019,NA,NA,459.36,2013,September,NA,NA,Y,6/5/2019,,
Seguros International Ltd.,Policycreated,2951,10598,11252,3295,Aug-80,NISSAN,6/5/2019,6/5/2019,7/5/2019,279.36,2004,September,Y,NA,NA,6/5/2019,,
Seguros International Ltd.,Policycreated,2952,10599,11252,3295,Dec-87,PEUGEOT,6/5/2019,6/5/2019,7/5/2019,222.84,2009,January,Y,NA,NA,6/5/2019,,
Seguros International Ltd.,Calculatenewpremium,2953,NA,11253,7084,Mar-50,FORD,6/5/2019,NA,NA,319.56,2004,June,NA,NA,Y,6/5/2019,,
Seguros International Ltd.,Incompleterequest,2954,NA,11254,3405,Apr-91,CITROEN,6/5/2019,NA,NA,311.04,2009,March,Y,NA,NA,6/5/2019,,
Seguros International Ltd.,Incompleterequest,2955,NA,11255,3011,Jul-87,FORD,6/5/2019,NA,NA,535.2,2015,May,NA,NA,Y,6/5/2019,,
T&B,Calculatenewpremium,2956,NA,11244,7531,May-80,HYUNDAI,6/5/2019,NA,NA,225.48,2004,July,Y,NA,NA,6/5/2019,,
Seguros International Ltd.,Calculatenewpremium,2957,NA,11238,4451,Apr-94,VOLKSWAGEN,6/5/2019,NA,NA,450.84,2014,February,NA,NA,Y,6/5/2019,,
Seguros International Ltd.,Incompleterequest,2958,NA,11256,5913,Sep-61,KIA,6/5/2019,NA,NA,424.44,2018,October,NA,NA,Y,6/6/2019,,
Seguros International Ltd.,Personaloffer,2959,NA,11257,2547,May-85,TOYOTA,6/5/2019,NA,NA,450.96,2001,January,Y,NA,NA,6/6/2019,,
T&B,Requestwithdrawn,2960,10600,11258,6713,Jun-98,KIA,6/5/2019,6/5/2019,6/6/2019,819.48,2004,May,Y,NA,NA,6/6/2019,,
T&B,Calculatenewpremium,2961,NA,11259,6543,Mar-67,TOYOTA,6/5/2019,NA,NA,1110.24,2006,February,NA,NA,Y,6/5/2019,,
Seguros International Ltd.,Calculatenewpremium,2962,NA,11260,4537,Apr-86,SAAB,6/5/2019,NA,NA,696.48,2004,January,NA,Y,NA,6/5/2019,,
Seguros International Ltd.,Personaloffer,2963,NA,11260,4537,Apr-86,SAAB,6/5/2019,NA,NA,433.8,2004,January,Y,NA,NA,6/6/2019,,
Seguros International Ltd.,Calculatenewpremium,2964,NA,11261,3373,Dec-88,KIA,6/5/2019,NA,NA,242.52,2005,March,NA,Y,NA,6/5/2019,,
Seguros International Ltd.,Incompleterequest,2965,NA,11262,3527,Jul-71,MITSUBISHI,6/5/2019,NA,NA,483.72,2013,September,NA,Y,NA,6/5/2019,,
Seguros International Ltd.,Incompleterequest,2966,NA,11263,2134,Jun-63,VOLKSWAGEN,6/6/2019,NA,NA,246.6,2010,March,Y,NA,NA,6/6/2019,,
Seguros International Ltd.,Incompleterequest,2967,NA,11263,2134,Jun-63,VOLKSWAGEN,6/6/2019,NA,NA,231.48,2010,March,Y,NA,NA,6/6/2019,,
T&B,Calculatenewpremium,2968,NA,11212,9965,Jul-72,FORD,6/6/2019,NA,NA,521.76,1999,January,NA,Y,NA,6/6/2019,,
T&B,Personaloffer,2969,NA,11264,9665,Jul-72,FORD,6/6/2019,NA,NA,392.88,1998,November,Y,NA,NA,6/6/2019,,
Seguros International Ltd.,Personaloffer,1653,NA,11221,7635,Mar-93,PEUGEOT,6/6/2019,NA,NA,269.16,2004,July,Y,NA,NA,6/6/2019,,
Seguros International Ltd.,Policycreated,2970,10601,11265,8304,Nov-89,CHEVROLET,6/6/2019,6/6/2019,9/15/2019,212.88,2006,November,NA,Y,NA,6/6/2019,,
T&B,Calculatenewpremium,2971,NA,11266,2522,Feb-85,SEAT,6/6/2019,NA,NA,359.04,2000,July,Y,NA,NA,6/6/2019,,
Seguros International Ltd.,Incompleterequest,2972,NA,11267,3904,Dec-82,OPEL,6/6/2019,NA,NA,333.96,2003,December,Y,NA,NA,6/6/2019,,
Seguros International Ltd.,Personaloffer,2973,NA,11268,3421,Jul-70,HYUNDAI,6/6/2019,NA,NA,284.04,2006,May,Y,NA,NA,6/7/2019,,
Seguros International Ltd.,Incompleterequest,2974,NA,11269,2591,May-85,NISSAN,6/6/2019,NA,NA,501.36,1998,February,Y,NA,NA,6/6/2019,,
T&B,Calculatenewpremium,2975,NA,11270,7205,May-98,OPEL,6/6/2019,NA,NA,888.72,2001,February,NA,Y,NA,6/6/2019,,
Insuro,Personaloffer,2976,NA,11271,1446,Jul-65,MAZDA,6/6/2019,NA,NA,306.12,2001,September,Y,NA,NA,6/7/2019,,
T&B,Incompleterequest,2977,NA,11272,1382,May-95,PEUGEOT,6/6/2019,NA,NA,347.16,2004,October,Y,NA,NA,6/6/2019,,
T&B,Policycreated,2978,10602,11264,9665,Jul-72,FORD,6/6/2019,6/6/2019,6/7/2019,392.88,1998,November,Y,NA,NA,6/7/2019,,
T&B,Incompleterequest,2979,NA,11273,7523,Aug-80,MERCEDES-BENZ,6/6/2019,NA,NA,977.76,2014,July,NA,Y,NA,6/6/2019,,
T&B,Policycreated,2980,10603,11274,3527,Jul-00,FORD,6/6/2019,6/6/2019,6/7/2019,1285.32,2004,July,Y,NA,NA,6/6/2019,,
T&B,Policycreated,2981,10604,11272,1382,May-95,PEUGEOT,6/6/2019,6/6/2019,6/7/2019,347.16,2004,October,Y,NA,NA,6/7/2019,,
Seguros International Ltd.,Policycreated,2982,10605,11263,2134,Jun-63,VOLKSWAGEN,6/6/2019,6/6/2019,7/1/2019,231.48,2010,March,Y,NA,NA,6/6/2019,,
Seguros International Ltd.,Incompleterequest,2983,NA,11275,3245,Feb-81,MAZDA,6/6/2019,NA,NA,259.8,2010,May,NA,NA,Y,6/6/2019,,
Seguros International Ltd.,Calculatenewpremium,2984,NA,11275,3245,Feb-81,MAZDA,6/6/2019,NA,NA,259.8,2010,May,NA,NA,Y,6/6/2019,,
T&B,Incompleterequest,2985,NA,11273,7523,Aug-80,MERCEDES-BENZ,6/6/2019,NA,NA,977.76,2014,July,NA,Y,NA,6/6/2019,,
Seguros International Ltd.,Requestrejected,2986,10606,11276,3702,Jan-85,SAAB,6/6/2019,6/6/2019,7/7/2019,851.04,2008,May,NA,NA,Y,6/7/2019,,
Seguros International Ltd.,Personaloffer,2987,NA,11277,2721,Sep-80,TESLA,6/6/2019,NA,NA,1370.4,2015,September,NA,NA,Y,6/7/2019,,
T&B,Requestrejected,2988,10607,11278,7523,Sep-84,VOLKSWAGEN,6/6/2019,6/6/2019,6/7/2019,1190.76,2006,March,Y,NA,NA,6/17/2019,,
Seguros International Ltd.,Calculatenewpremium,2989,NA,11279,5971,Feb-67,FORD,6/6/2019,NA,NA,411.36,2018,October,NA,NA,Y,6/6/2019,,
other,Calculatenewpremium,2990,NA,11280,2291,Dec-71,PEUGEOT,6/7/2019,NA,NA,390.24,2003,June,NA,NA,Y,6/7/2019,,
Seguros International Ltd.,Policycreated,2991,10608,11281,4623,Jun-91,FORD,6/7/2019,6/9/2019,7/9/2019,483.24,2003,May,Y,NA,NA,6/9/2019,,
Seguros International Ltd.,Personaloffer,2992,NA,11276,3702,Nov-86,SAAB,6/7/2019,NA,NA,587.88,2008,May,NA,Y,NA,6/7/2019,,
T&B,Policycreated,2993,10609,11273,7523,Aug-80,MERCEDES-BENZ,6/7/2019,6/7/2019,6/8/2019,977.76,2014,July,NA,Y,NA,6/7/2019,,
T&B,Policycreated,2994,10610,11282,9684,Jan-77,AUDI,6/7/2019,6/7/2019,6/8/2019,237.92,2004,May,Y,NA,NA,6/7/2019,,
other,Policycreated,2995,10611,11283,1761,Dec-66,RENAULT,6/7/2019,6/7/2019,6/12/2019,635.52,2013,February,NA,NA,Y,6/11/2019,,
T&B,Policycreated,2996,10612,11284,5595,Dec-89,VOLKSWAGEN,6/7/2019,6/7/2019,6/8/2019,780.36,2014,November,NA,Y,NA,6/7/2019,,
Insuro,Personaloffer,2997,NA,11285,3067,Jul-71,BMW,6/7/2019,NA,NA,42.36,2012,May,Y,NA,NA,6/11/2019,,
Seguros International Ltd.,Policycreated,2998,10613,11286,2802,Apr-78,SUZUKI,6/7/2019,6/7/2019,7/1/2019,316.2,2011,March,NA,Y,NA,6/7/2019,,
T&B,Policycreated,2999,10614,11287,3526,Feb-87,BMW,6/7/2019,6/7/2019,6/8/2019,1483.44,2016,April,NA,Y,NA,6/11/2019,,
T&B,Policycreated,3000,10615,11190,7483,Jun-98,OPEL,6/7/2019,6/7/2019,6/10/2019,721.56,1997,September,Y,NA,NA,6/7/2019,,
Seguros International Ltd.,Calculatenewpremium,3001,NA,11288,1024,Feb-82,MITSUBISHI,6/7/2019,NA,NA,501,2003,March,NA,Y,NA,6/7/2019,,
Seguros International Ltd.,Calculatenewpremium,3002,NA,11288,1024,Feb-82,MITSUBISHI,6/7/2019,NA,NA,710.88,2003,March,NA,NA,Y,6/7/2019,,
Seguros International Ltd.,Calculatenewpremium,3003,NA,11288,1024,Feb-82,MITSUBISHI,6/7/2019,NA,NA,710.88,2003,March,NA,NA,Y,6/7/2019,,
Seguros International Ltd.,Personaloffer,3004,NA,11288,1024,Feb-82,MITSUBISHI,6/7/2019,NA,NA,378.36,2003,March,Y,NA,NA,6/11/2019,,
T&B,Calculatenewpremium,3005,NA,11289,2625,Feb-46,TOYOTA,6/7/2019,NA,NA,270.36,2001,May,NA,Y,NA,6/7/2019,,
Seguros International Ltd.,Incompleterequest,3006,NA,11290,8231,May-83,SUZUKI,6/8/2019,NA,NA,659.64,2008,August,NA,NA,Y,6/8/2019,,
other,Calculatenewpremium,3007,NA,11291,8061,Jul-00,VOLKSWAGEN,6/8/2019,NA,7/22/2019,1002,2007,January,NA,Y,NA,6/8/2019,,
T&B,Requestwithdrawn,3008,10616,11292,3262,Sep-77,RENAULT,6/8/2019,6/8/2019,6/14/2019,613.56,2015,March,NA,NA,Y,6/11/2019,,
Seguros International Ltd.,Requestrejected,3009,10617,11195,1056,Jun-76,FORD,6/8/2019,6/8/2019,7/1/2019,425.16,2005,July,Y,NA,NA,6/11/2019,,
Seguros International Ltd.,Calculatenewpremium,3010,NA,11213,3446,Aug-94,VOLKSWAGEN,6/8/2019,NA,NA,279.96,2006,November,Y,NA,NA,6/8/2019,,
T&B,Tailoredofferrejected,3011,NA,11293,6721,Oct-93,VOLVO,6/8/2019,NA,NA,0,2005,January,NA,NA,NA,6/11/2019,,
other,Calculatenewpremium,3012,NA,11294,3893,Jan-88,TOYOTA,6/8/2019,NA,NA,825.6,2019,June,NA,NA,Y,6/8/2019,,
Seguros International Ltd.,Policycreated,3013,10618,11295,4102,Mar-88,AUDI,6/8/2019,6/8/2019,6/11/2019,227.76,2004,February,Y,NA,NA,6/11/2019,,
Insuro,Policycreated,3014,10619,11296,1827,May-96,KIA,6/8/2019,6/8/2019,6/9/2019,474.36,2005,April,Y,NA,NA,6/11/2019,,
Seguros International Ltd.,Incompleterequest,3015,NA,11297,6581,Nov-83,RENAULT,6/8/2019,NA,NA,585,2012,July,NA,Y,NA,6/8/2019,,
T&B,Incompleterequest,3016,NA,11298,4001,Jul-93,ALFA ROMEO,6/8/2019,NA,6/9/2019,624.96,2011,June,NA,Y,NA,6/8/2019,,
T&B,Incompleterequest,3017,NA,11298,4001,Jul-93,ALFA ROMEO,6/8/2019,NA,NA,527.4,2011,June,NA,Y,NA,6/8/2019,,
T&B,Incompleterequest,3018,NA,11298,4001,Jul-93,ALFA ROMEO,6/8/2019,NA,6/9/2019,527.4,2011,June,NA,Y,NA,6/8/2019,,
Insuro,Calculatenewpremium,3019,NA,11299,5213,Sep-86,AUDI,6/8/2019,NA,NA,0,2018,February,N,N,N,6/8/2019,,
T&B,Calculatenewpremium,3020,NA,11300,4001,Sep-97,OPEL,6/8/2019,NA,NA,819.6,2005,May,NA,Y,NA,6/8/2019,,
T&B,Incompleterequest,3021,NA,11301,4001,Sep-97,OPEL,6/8/2019,NA,6/9/2019,614.4,2005,May,Y,NA,NA,6/8/2019,,
T&B,Incompleterequest,3022,NA,11302,6662,Apr-74,OPEL,6/8/2019,NA,NA,443.64,2006,November,Y,NA,NA,6/8/2019,,
Seguros International Ltd.,Policycreated,3023,10620,11158,3564,May-90,PEUGEOT,6/8/2019,6/8/2019,6/9/2019,349.8,2009,June,Y,NA,NA,6/11/2019,,
Seguros International Ltd.,Incompleterequest,3024,NA,11098,2404,May-92,MITSUBISHI,6/9/2019,NA,NA,327.24,2015,February,NA,Y,NA,6/9/2019,,
Seguros International Ltd.,Calculatenewpremium,3025,NA,11303,4194,Oct-92,PEUGEOT,6/9/2019,NA,NA,367.08,2014,January,NA,NA,Y,6/9/2019,,
Seguros International Ltd.,Policycreated,3026,10621,11304,3061,Aug-63,VOLKSWAGEN,6/9/2019,6/14/2019,6/15/2019,593.04,2006,March,NA,Y,NA,6/18/2019,,
Seguros International Ltd.,Policycreated,3027,10622,11305,7523,Oct-88,VOLKSWAGEN,6/9/2019,6/9/2019,6/11/2019,326.52,1998,March,Y,NA,NA,6/9/2019,,
Seguros International Ltd.,Calculatenewpremium,3028,NA,11281,4623,Jun-91,FORD,6/9/2019,NA,NA,483.24,2003,May,Y,NA,NA,6/9/2019,,
Seguros International Ltd.,Policycreated,3029,10623,11306,6136,Feb-81,FIAT,6/9/2019,6/9/2019,11/1/2019,472.44,2012,September,NA,Y,NA,6/17/2019,,
T&B,Policycreated,3030,10624,11301,4001,Sep-97,OPEL,6/9/2019,6/9/2019,6/10/2019,654.84,2005,May,Y,NA,NA,6/9/2019,,
Seguros International Ltd.,Calculatenewpremium,3031,NA,11307,5431,Dec-88,NISSAN,6/9/2019,NA,NA,301.56,2001,May,NA,Y,NA,6/9/2019,,
other,Calculatenewpremium,3032,NA,11308,7422,Nov-72,MERCEDES-BENZ,6/9/2019,NA,NA,417.12,2000,March,NA,Y,NA,6/9/2019,,
T&B,Tailoredofferrejected,3033,NA,11309,5836,Jan-63,PEUGEOT,6/9/2019,NA,NA,0,2000,April,NA,NA,NA,6/11/2019,,
Seguros International Ltd.,Incompleterequest,3034,NA,11310,5801,Jun-75,MINI,6/9/2019,NA,NA,426.36,2007,October,Y,NA,NA,6/9/2019,,
Seguros International Ltd.,Policycreated,3035,10625,11310,5801,Jun-75,MINI,6/9/2019,6/11/2019,6/15/2019,426.36,2007,October,Y,NA,NA,6/12/2019,,
Seguros International Ltd.,Incompleterequest,3036,NA,11311,7422,Oct-72,OPEL,6/10/2019,NA,NA,257.52,2007,January,NA,Y,NA,6/10/2019,,
Seguros International Ltd.,Policycreated,3037,10626,11213,3446,Aug-94,VOLKSWAGEN,6/10/2019,6/10/2019,7/10/2019,349.44,2006,November,Y,NA,NA,6/10/2019,,
T&B,Calculatenewpremium,3038,NA,11312,4006,Oct-99,RENAULT,6/10/2019,NA,NA,1156.68,2001,June,NA,Y,NA,6/10/2019,,
other,Policycreated,3039,10627,11313,1446,Sep-61,TOYOTA,6/10/2019,6/10/2019,6/11/2019,691.68,2016,February,NA,NA,Y,6/12/2019,,
Seguros International Ltd.,Calculatenewpremium,3040,NA,11314,7559,Sep-78,VOLKSWAGEN,6/10/2019,NA,NA,537.24,2009,November,NA,Y,NA,6/10/2019,,
Seguros International Ltd.,Policycreated,3041,10628,11315,3011,Mar-67,PEUGEOT,6/10/2019,6/14/2019,10/30/2019,789.24,2018,December,NA,NA,Y,6/14/2019,,
T&B,Calculatenewpremium,3042,NA,11316,6301,Nov-74,VOLVO,6/11/2019,NA,NA,793.2,1999,November,NA,Y,NA,6/11/2019,,
T&B,Tailoredofferrejected,3043,NA,11317,2135,Aug-73,CITROEN,6/11/2019,NA,NA,267.84,2003,July,Y,NA,NA,6/11/2019,,
Seguros International Ltd.,Calculatenewpremium,3044,NA,11318,5645,Mar-72,RENAULT,6/11/2019,NA,NA,826.2,2013,December,NA,NA,Y,6/11/2019,,
T&B,Tailoredofferwithdrawn,3045,NA,11319,3442,Nov-64,PEUGEOT,6/11/2019,NA,NA,534.96,2004,December,NA,Y,NA,6/12/2019,,
Seguros International Ltd.,Incompleterequest,3046,NA,11320,7121,Dec-85,PEUGEOT,6/11/2019,NA,NA,346.8,2006,April,NA,Y,NA,6/11/2019,,
Seguros International Ltd.,Personaloffer,3047,NA,11233,3991,Mar-69,VOLKSWAGEN,6/11/2019,NA,NA,260.52,2004,August,Y,NA,NA,6/17/2019,,
Seguros International Ltd.,Incompleterequest,3048,NA,11230,1181,Jul-60,FIAT,6/11/2019,NA,NA,369.72,2016,February,NA,NA,Y,6/11/2019,,
Seguros International Ltd.,Incompleterequest,3049,NA,11321,5345,Jun-78,TOYOTA,6/11/2019,NA,NA,551.76,2010,November,NA,NA,Y,6/11/2019,,
Seguros International Ltd.,Policycreated,3050,10629,11230,1181,Jul-60,FIAT,6/11/2019,6/11/2019,7/13/2019,369.72,2016,February,NA,NA,Y,6/11/2019,,
T&B,Policycreated,1654,10630,11322,7331,Feb-70,SUZUKI,6/11/2019,6/12/2019,6/13/2019,424.44,2006,September,Y,NA,NA,6/12/2019,,
Seguros International Ltd.,Incompleterequest,3051,NA,11323,6521,Sep-65,HYUNDAI,6/11/2019,NA,NA,363.48,2006,June,NA,Y,NA,6/11/2019,,
T&B,Calculatenewpremium,3052,NA,11319,3442,Nov-64,PEUGEOT,6/11/2019,NA,NA,560.28,2004,December,NA,Y,NA,6/11/2019,,
Seguros International Ltd.,Incompleterequest,3053,NA,11323,6521,Sep-65,HYUNDAI,6/11/2019,NA,NA,363.48,2006,June,NA,Y,NA,6/11/2019,,
Seguros International Ltd.,Incompleterequest,3054,NA,11324,3265,Jun-78,FIAT,6/11/2019,NA,NA,133.32,2011,September,Y,NA,NA,6/11/2019,,
Seguros International Ltd.,Incompleterequest,3055,NA,11325,3401,Apr-91,CITROEN,6/11/2019,NA,NA,315.48,2009,March,Y,NA,NA,6/11/2019,,
Seguros International Ltd.,Policycreated,3056,10631,11254,3405,Apr-91,CITROEN,6/11/2019,6/11/2019,6/12/2019,311.04,2009,March,Y,NA,NA,6/11/2019,,
T&B,Calculatenewpremium,3057,NA,11326,1025,Jul-54,TOYOTA,6/11/2019,NA,NA,488.28,2006,August,NA,NA,Y,6/11/2019,,
Seguros International Ltd.,Policycreated,3058,10632,11327,1506,Sep-54,LAND ROVER,6/11/2019,6/11/2019,7/1/2019,323.52,2000,July,Y,NA,NA,6/12/2019,,
T&B,Policycreated,3059,10633,11328,6903,Sep-91,VOLKSWAGEN,6/11/2019,6/11/2019,6/12/2019,545.28,2013,May,NA,Y,NA,6/11/2019,,
Seguros International Ltd.,Requestrejected,3060,10634,11329,3454,Mar-90,FORD,6/11/2019,6/11/2019,6/12/2019,1045.32,2018,June,NA,NA,Y,6/12/2019,,
T&B,Policycreated,3061,10635,11330,6462,Jan-94,BMW,6/11/2019,6/11/2019,6/12/2019,645.12,2002,April,Y,NA,NA,6/11/2019,,
Seguros International Ltd.,Incompleterequest,3062,NA,11331,5314,Sep-77,TOYOTA,6/11/2019,NA,NA,359.64,2007,January,NA,Y,NA,6/11/2019,,
Seguros International Ltd.,Incompleterequest,3063,NA,11332,9561,Dec-86,VOLVO,6/11/2019,NA,NA,444.36,1999,March,Y,NA,NA,6/11/2019,,
Insuro,Incompleterequest,3064,NA,11333,2807,Apr-96,ALFA ROMEO,6/11/2019,NA,NA,1472.4,2014,May,NA,NA,Y,6/11/2019,,
T&B,Policycreated,3065,10636,11334,3353,Aug-94,PEUGEOT,6/11/2019,6/11/2019,6/12/2019,412.32,2007,January,Y,NA,NA,6/11/2019,,
T&B,Calculatenewpremium,3066,NA,11335,8051,Jan-98,ALFA ROMEO,6/11/2019,NA,NA,NA,2016,January,N,N,N,6/11/2019,,
Insuro,Incompleterequest,3067,NA,11333,2807,Apr-96,ALFA ROMEO,6/12/2019,NA,NA,1472.4,2014,May,NA,NA,Y,6/12/2019,,
T&B,Incompleterequest,3068,NA,11336,5709,May-99,FORD,6/12/2019,NA,NA,851.4,2002,March,Y,NA,NA,6/12/2019,,
other,Calculatenewpremium,3069,NA,11337,3641,Jan-74,OPEL,6/12/2019,NA,NA,584.28,2011,October,NA,NA,Y,6/12/2019,,
other,Policycreated,3070,10637,11338,6191,Mar-91,FORD,6/12/2019,7/22/2019,7/27/2019,980.76,2015,September,NA,NA,Y,7/22/2019,,
other,Calculatenewpremium,3071,NA,11339,3824,Feb-61,SUZUKI,6/12/2019,NA,NA,297,2010,March,NA,Y,NA,6/12/2019,,
other,Calculatenewpremium,3072,NA,11227,3755,Dec-94,AUDI,6/12/2019,NA,NA,1734.48,2016,April,NA,NA,Y,6/12/2019,,
Insuro,Incompleterequest,3073,NA,11340,5665,Apr-56,MERCEDES-BENZ,6/12/2019,NA,NA,982.68,2019,January,NA,NA,Y,6/12/2019,,
other,Calculatenewpremium,3074,NA,11227,3755,Dec-94,AUDI,6/12/2019,NA,NA,1075.44,2016,April,NA,NA,Y,6/12/2019,,
other,Calculatenewpremium,3075,NA,11227,3755,Dec-94,AUDI,6/12/2019,NA,NA,1673.04,2016,April,NA,NA,Y,6/12/2019,,
other,Calculatenewpremium,3076,NA,11341,3906,Oct-91,FIAT,6/12/2019,NA,NA,1416,2012,March,NA,NA,Y,6/12/2019,,
T&B,Tailoredofferrejected,3077,NA,11342,4261,Oct-97,VOLKSWAGEN,6/12/2019,NA,NA,0,2006,June,NA,NA,NA,6/14/2019,,
